ZONA PORTUARIA               ,SOCIEDAD PORTUARIA,TIPO DE CARGA,EXPORTACION,IMPORTACIÓN,TRANSBORDO,TRANSITO INTERNACIONAL,FLUVIAL,CABOTAJE,MOVILIZACIONES A BORDO,TRANSITORIA,AÑO VIGENCIA,MES VIGENCIA
CARTAGENA,SOCIEDAD PORTUARIA OLEFINAS Y DERIVADOS S.A.,GRANEL LIQUIDO,,70663,,,,,,,2020,9
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,,23,79,,,,,,2019,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,44073,,,,,,,2019,8
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,5748,,,2018,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,0,145,,,,3326,,,2019,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,31,,,,,,,,2018,10
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL LIQUIDO,2000,11201,,,,,,,2018,3
G. MORROSQUILLO,OLEODUCTO CENTRAL SA.S.,GRANEL LIQUIDO,1620691,,,,,,,,2018,10
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,2253,10311,60,,,,,,2019,9
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,,38597,,,,18219,,,2018,11
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,43505,16729,,,,,,,2021,4
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,2252,,,2021,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,157043,142734,19633,,,,,,2020,10
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,25831,,,,,,,2019,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,36878,,,,,,,2018,6
CIENAGA,SOCIEDAD PORTUARIA PUERTO NUEVO S.A.,CARBON AL GRANEL,1836552,,,,,,,,2019,8
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,13,,,,2021,5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,51,,,,4265,,,2020,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,45412,18909,16,,,21531,,,2020,3
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,3172,,,,10582,,,2018,10
G. MORROSQUILLO,OLEODUCTO CENTRAL SA.S.,GRANEL LIQUIDO,1587815,,,,,,,,2019,2
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,7220,,,,,918,,,2018,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL SOLIDO DIFER. DE CARBON,,357103,,,,,,,2018,5
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,619,2967,,,,7698,,,2019,11
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,83662,,,,,,,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,52529,,,,,,,,2020,2
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,14,177,24,,,,,,2020,2
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL SOLIDO DIFER. DE CARBON,,13390,,,,,,,2019,12
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,39739,,,,,,,,2020,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,1045,,,2019,7
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,139,,,,2018,3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,CONTENEDORES,,215,,,,,,,2021,5
G. MORROSQUILLO,OLEODUCTO CENTRAL SA.S.,GRANEL LIQUIDO,1546023,,,,,,,,2020,10
G. MORROSQUILLO,OLEODUCTO CENTRAL SA.S.,GRANEL LIQUIDO,1701534,,,,,,,,2021,1
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,,,,2420,,,,2020,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,21564,,,,,13367,,,2018,11
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,7812,,,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,34348,74572,,74,,,0,0,2019,1
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,119584,,,,,,,,2020,9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,47146,82491,,94,,0,,634,2019,7
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,614,2315,,,,5570,,,2020,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,7239,,,,,,,,2019,9
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4892,,,2021,2
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,61409,167251,,,,347,,,2019,10
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,9518,,,2020,4
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,2200,,,,,2176,,,2018,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,305913,,,,,,,,2018,1
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GENERAL,2828,1412,,,,,,,2019,4
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,58,34921,,,,,,,2020,12
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,62,,,,2021,4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,76048,,,,,,,2018,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,380956,,,,,,,,2018,3
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,114936,,,,,,,,2019,4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,137044,183087,476656,,,,,,2019,1
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,1910176,,,,,,,,2020,6
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,660,2183,,5,,5936,,,2018,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,1229,12411,2822,,,,,,2020,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,5508,23851,,,2276,,,,2020,7
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GRANEL SOLIDO DIFER. DE CARBON,,90899,,,,,,,2019,10
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,GRANEL SOLIDO DIFER. DE CARBON,,4881,,,,,,,2018,7
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GENERAL,7000,,,,,,,,2020,5
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,69719,,,,,,,,2019,1
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,,49046,,,,,,,2019,1
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL SOLIDO DIFER. DE CARBON,,171567,,,,,,,2019,10
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,8999,10982,,,,,,1298,2018,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,89,,,,6884,,,2021,3
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,4008,17568,,,,,,,2021,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,50,87530,,,15125,934,,,2018,7
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,23730,,,,,,,2018,3
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GRANEL SOLIDO DIFER. DE CARBON,3398,,,,,,,,2018,5
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,2152,,,,2018,7
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,50156,,,7705,6615,,,2020,12
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,113,32968,,,,429,,,2018,11
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,139223,,,,,,,2019,12
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,825,,,2018,7
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,24459,20327,,,,30897,,,2019,2
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7045,,,2019,9
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,21100,,,,,,,,2021,1
BARRANQUILLA,SOCIEDAD PORTUARIA MONOMEROS COLOMBO VENEZOLANOS S.A.,GRANEL SOLIDO DIFER. DE CARBON,,31650,,,,,,,2018,5
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,GENERAL,,60957,,,,,,,2019,3
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,193885,,,,,,,2019,7
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,688,,,2019,9
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,,781,,,,,,,2018,9
Z.P. RIO MAGDALENA,PUERTO PIMSA S.A.,GENERAL,,135,,,,,,,2020,8
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,0,247,,,,,,,2021,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,,12,,,,,,,2021,3
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,CARBON AL GRANEL,25001,,,,,,,,2019,5
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,29339,,,,,,,2019,2
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,525,52153,50,,,,,,2021,4
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,CONTENEDORES,,,,,,3229,,,2020,8
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,167244,236706,1349546,,,68055,,,2020,11
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,31943,,,,,,,2019,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,77018,,,,,,,2019,9
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,773,,,2018,11
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,119000,7777,,,,,,,2019,4
BUENAVENTURA,SOCIEDAD PORTUARIA TERMINAL DE CONTENEDORES DE BUENAVENTURA S.A.,CONTENEDORES,33268,115351,91827,,,186,,,2018,10
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,,9160,,,,,,,2020,6
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,171810,244663,1432272,,,63640,,,2020,10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,95865,31269,,,,,,,2021,5
TURBO,PORTUARIA PUNTA DE VACA S.A.,GRANEL LIQUIDO,,,,,,793,,,2020,3
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,44790,,,,,,,2019,4
CIENAGA,AMERICAN PORT COMPANY INC,CARBON AL GRANEL,2201715,,,,,,,,2020,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,73857,77279,,,,,,,2020,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,,3105,,91,,5901,,,2019,2
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,8570,47056,,,,,,,2020,12
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,CONTENEDORES,562,2924,,,,9372,,29,2021,4
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,69480,,,,,,,,2018,9
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GRANEL LIQUIDO,,1985,,,,,,,2018,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,59236,,,,1105,,,2020,3
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,3265,,,,,,,2020,5
CARTAGENA,ZONA FRANCA ARGOS S.A.S.,GRANEL SOLIDO DIFER. DE CARBON,99641,,,,,,,,2019,12
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,3051,,,,,,,2020,7
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,26766,,,,,,,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,40160,,,,,,,2018,7
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,80967,,,,,,,2019,1
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,40236,,,,,,,2019,1
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,7236,,,2019,8
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,26,,,,2021,2
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,67178,,,,,,,2021,5
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,43021,75126,275,568,,383,,1491,2019,12
CARTAGENA,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,3933,,,2020,8
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,11176,,,,,,,2018,12
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CONTENEDORES,27,149,,,,,,,2018,4
CARTAGENA,OILTANKING COLOMBIA SA,GRANEL LIQUIDO,,28996,,,,,,,2018,7
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CONTENEDORES,26112,26579,919,,,23453,,,2019,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,225298,193549,398462,,,,,,2018,8
GUAJIRA,PUERTO BRISA S.A.,CARBON AL GRANEL,151631,,,,,,,,2018,4
CARTAGENA,SOCIEDAD PORTUARIA DEL DIQUE S.A.,GRANEL LIQUIDO,,,,,,8724,,,2020,2
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,124991,,,,,,,2020,12
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,77000,,,,,,,2019,6
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,3248,,,2020,8
CARTAGENA,COREMAR SHOREBASE SA,GRANEL LIQUIDO,,,,,2560,,,,2018,9
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,71730,,,,,,,,2019,5
CARTAGENA,SOCIEDAD PORTUARIA EL CAYAO S.A. E.S.P.,GRANEL LIQUIDO,,10708,,,,,,,2020,1
CARTAGENA,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,GENERAL,22,268,1,,,,,,2019,2
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,30,,,,5562,,,2021,6
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,,4985,,,,,,,2021,3
TUMACO,SOCIEDAD PORTUARIA REGIONAL TUMACO PACIFIC PORT S.A,GENERAL,,,,,,6002,,,2019,6
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,43301,60561,,,,0,,663,2020,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,4764,,,,,,,2018,7
CARTAGENA,ECOPETROL S.A.,GRANEL LIQUIDO,518719,75919,,,,76385,,,2019,4
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,94322,,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,GENERAL,,57778,,,7833,,,,2020,2
CARTAGENA,PUERTO BUENAVISTA S.A,GENERAL,13364,,,,,1072,,,2020,5
GUAJIRA,CERREJON ZONA NORTE S.A.,CONTENEDORES,0,128,,,,,,,2020,6
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,114195,,,,,,,2019,8
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GRANEL LIQUIDO,,18609,,,,,,,2018,1
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,998,,,,,,,2021,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,59560,,,,2020,7
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,62418,,,,,,,2020,8
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,77,,,,3444,,,2020,10
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,34124,,,,,,,2020,12
GUAJIRA,CERREJON ZONA NORTE S.A.,GENERAL,,2564,,,,,,,2019,6
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GENERAL,,86314,,,,,,,2019,8
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GRANEL SOLIDO DIFER. DE CARBON,,22092,,,,1174,,,2018,12
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,2015,,,,,,,2019,2
CARTAGENA,PUERTO DE MAMONAL S.A.  EN REORGANIZACION EMPRESARIAL,CARBON AL GRANEL,50047,,,,,,,,2019,9
GUAJIRA,SOCIEDAD PORTUARIA DE LA PENINSULA S.A.,GENERAL,,2095,,,,,,,2019,3
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,29248,9161,,,,,,,2018,12
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4787,,,2018,8
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GRANEL LIQUIDO,,,,,77298,,,,2021,6
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,11049,17603,,,,,,1282,2018,2
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,0,,,,2021,6
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,27473,,,,,,,2021,3
CARTAGENA,SOCIEDAD PORTUARIA BAVARIA S.A,GRANEL SOLIDO DIFER. DE CARBON,,27825,,,,,,,2018,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL LIQUIDO,40081,3263,,,,,,,2020,6
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,46744,153823,,,,,,,2018,8
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,CARBON AL GRANEL,245440,,,,,,,,2019,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,52324,,,,,,,2020,5
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,67288,,,,2018,2
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,1443,,,,2019,8
GUAJIRA,CERREJON ZONA NORTE S.A.,GRANEL LIQUIDO,,24006,,,,,,,2018,4
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,808,51935,69,,,,,,2020,9
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GENERAL,62,9036,1123,,,,,,2020,10
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,GRANEL SOLIDO DIFER. DE CARBON,,48460,,,,,,,2020,12
BUENAVENTURA,GRUPO PORTUARIO S.A,GRANEL SOLIDO DIFER. DE CARBON,,85966,,,,,,,2020,7
CARTAGENA,PUERTO BUENAVISTA S.A,GRANEL LIQUIDO,6262,,,,,,,,2020,11
CARTAGENA,PUERTOS DEL CARIBE SOCIEDAD PORTUARIA S.A.,GRANEL LIQUIDO,,4359,,,,,,,2020,6
TURBO,PROMOTORA BANANERA S.A,GENERAL,5,,,,,,,,2018,4
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,4903,,,,,,,2019,12
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,CONTENEDORES,9077,682656,83765,1707,,,,,2019,4
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4892,,,2021,2
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,6943,,,,,,,2021,3
BARRANQUILLA,PALERMO SOCIEDAD PORTUARIA S.A,GRANEL LIQUIDO,11650,,,,,,,,2020,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,49283,,,,,,,,2021,5
CARTAGENA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,,9132,,,,,,,2018,1
BUENAVENTURA,SOCIEDAD PORTUARIA REGIONAL DE BUENAVENTURA S.A,GENERAL,11,58532,,,,,,,2018,6
SANTA MARTA,SOCIEDAD PORTUARIA REGIONAL DE SANTA MARTA SA,GRANEL SOLIDO DIFER. DE CARBON,,195164,,,,,,,2020,7
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CONTENEDORES,40367,60662,63,144,,67,,386,2020,3
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,8341,,,,,,,2019,3
CARTAGENA,SOCIEDAD PORTUARIA TRANSMARSYP S.A.,GENERAL,,,,,,2578,,,2019,10
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GRANEL LIQUIDO,171048,,,,,,,,2018,9
CARTAGENA,SOCIEDAD PORTUARIA PUERTO BAHIA,GENERAL,1738,17958,645,,,248,,,2019,7
CARTAGENA,SOCIEDAD PORTUARIA DEXTON S.A.,GRANEL LIQUIDO,12049,7479,,,,,,,2018,8
BARRANQUILLA,SOCIEDAD PORTUARIA RIVERPORT S.A.,CARBON AL GRANEL,35016,,,,,,,,2018,8
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CARBON AL GRANEL,,81892,,,,,,,2018,3
CARTAGENA,ALGRANEL S.A.,GRANEL LIQUIDO,1099,5336,,,,,,,2019,1
CARTAGENA,SOCIEDAD PORTUARIA TERMINAL DE IFOS S.A.,GRANEL LIQUIDO,8788,,,,,,,,2018,5
BARRANCABERMEJA,SOCIEDAD PORTUARIA IMPALA TERMINALS BARRANCABERMEJA S.A.,GENERAL,,,,,27,,,,2021,1
TUMACO,ROMERO Y BURGOS & CIA S.EN C.,GRANEL LIQUIDO,,,,,139,,,,2019,3
BARRANQUILLA,PORTMAGDALENA S.A.,GRANEL LIQUIDO,41340,41779,,,,18376,,,2020,1
SAN ANDRES,NUEVA SOCIEDAD PORTUARIA ZONA ATLANTICA S A,GRANEL LIQUIDO,,,,,,4850,,,2020,3
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,8143,,,,,,,,2018,11
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GRANEL SOLIDO DIFER. DE CARBON,,5350,,,,,,,2020,6
BUENAVENTURA,GRUPO PORTUARIO S.A,CARBON AL GRANEL,74116,,,,,,,,2018,4
SAN ANDRES,SAN ANDRES PORT SOCIETY SA,GENERAL,,147,,,,4876,,,2019,12
TURBO,PROMOTORA BANANERA S.A,CONTENEDORES,5199,,,,,5744,,,2019,10
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,61102,210955,,,,163,,,2019,7
CARTAGENA,TERMINAL DE CONTENEDORES DE CARTAGENA S. A.,CONTENEDORES,136772,216510,1270050,,,70353,,,2020,1
BUENAVENTURA,SOCIEDAD PUERTO INDUSTRIAL AGUADULCE S.A.,CONTENEDORES,17674,40672,,,,2994,,,2018,3
BARRANCABERMEJA,ECOPETROL S.A.,GRANEL LIQUIDO,,,,,35152,,,,2019,1
BARRANQUILLA,VOPAK COLOMBIA S.A.,GRANEL LIQUIDO,20406,9782,,,,,,2787,2020,3
BARRANQUILLA,SOCIEDAD PORTUARIA REGIONAL DE BARRANQUILLA S.A.,CARBON AL GRANEL,83007,,,,,,,,2018,5
BARRANQUILLA,BARRANQUILLA INTERNATIONAL TERMINAL COMPANY S.A.,GENERAL,,16152,,,,,,,2018,3
